SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
-0.001265507519080944,-0.004980519330323507,-0.0004955323147710633,-0.006568669777734182
0.002229912547255797,0.0032412804609494032,-0.002533976773233637,0.004213019161491749
0.0040160016412460475,0.004076052738837932,0.002354656751653028,0.006726329822673628
-0.007905357447513195,-0.0035740337066856314,-0.008481173398287467,-0.013098061052771559
0.0005822796500871696,0.004225410051669876,0.0058427361834103575,-0.0016524551597966175
-0.010262967064432194,-0.005340723544381865,-0.012079153900654949,-0.00973902847346475
0.004011920804301239,0.005163143041366114,0.003311825534341617,-0.0011466764438018413
0.008264629904709553,0.010271618586934705,0.013116890191381849,0.010801417639620059
-0.0024972745488313075,-0.0014284161547658547,-0.0036971872087163678,-0.008142217554344078
0.007900621038590128,0.0035825339926776056,0.007953004700508082,0.008054624464487016
0.0021419035463847713,0.0029281064224944147,-0.0006871817837931228,0.0003843565322338982
0.0096027594185788,0.007513096940720888,0.009556879660320485,0.007853525209598589
-0.0007784772838256293,-0.002554227088800154,-0.002925094247420934,0.002362936779625846
0.009657299920258877,0.0009833771991436537,0.007390779343419139,0.007104656222237881
-6.674185755528583e-05,-0.0005134996079992903,-0.00010875250463526775,0.0005910985542618707
-0.002570522859054014,-0.004808023033385789,-0.0033209258633954963,-0.0010129942802968859
-0.0061561972301420465,-0.00801835649090854,-0.011171537109587404,-0.01456730091558589
-0.002097879511120504,-0.0005929135940357932,-0.0010345354638604534,-0.0012116232367689328
-7.500987092434741e-05,0.00208788887197886,0.0021895850459361377,0.0047757069040683655
0.008112673837378015,0.0022196864505061864,0.008616824167264614,0.005227894737318328
-0.005444593035665911,-0.003021171365903963,-0.003968001009204802,0.001858059928447897
0.0009185284392367877,0.00015681460690863958,-0.0020015371371282513,-0.003865395879651068
0.0025612955246112623,0.004299033605891678,0.0030581297294201004,0.0019664295861856478
0.0053675938373412,0.003763107812597921,0.004631173547838818,0.004920474854035239
-0.0012426093488774324,-0.00017147901153424794,-0.002059815495209283,0.0018822503277511336
0.006185462951682208,0.012652294060936377,0.0034520158692838976,0.012351575407502756
0.004035615722158825,0.003231503924234102,-0.0004526192269821427,-0.0019046826373734227
-9.020228232836658e-05,0.0012302134085697693,0.0023858735430219986,0.0016613984204190135
-0.0034476111013995725,-0.0027663436845037914,-0.004071747684724625,-0.0030737823271473896
0.00339277468154342,0.002021444307747977,0.002141971059023584,0.00751595574483388
0.004755769631757056,0.001752668241457922,0.0037539453460255783,0.004871806276386614
-0.002110842077479802,-0.003231826089307055,0.0005101247353624938,0.00010247338402780136
-0.009431567974872324,-0.00220096291200389,-0.010617455640682729,-0.01304566724637135
-0.0005075730406374213,0.0012387450416291301,0.006252428779520924,0.0007800969363398469
0.004265720071742196,0.004629488538310689,0.004878592034447182,0.007804664259848381
0.0009741602415507256,-0.0008272682321979197,0.008590964620748931,0.0037676848430179275
0.0010665546817723026,0.002972370679944936,0.0007364438336603385,0.007060747556912883
0.0032181629162517647,0.0004666063449776381,0.001550174142244565,0.00025950004851660324
-0.0026200807059345572,-0.01132129644627855,-0.0038115102470903657,-0.0026637191782969967
-0.0004553188717991707,0.0018861299788333066,0.0027311302521799696,-0.004364476925758365
-0.0042327286463821326,0.0014434094823267962,-0.0007602197848491921,-0.005849477608867892
-0.009174575905370077,-0.0042795829191309975,-0.010341231271256746,-0.007964247860196672
0.0060511250281771725,0.002551180644756457,0.0065263017594465724,0.00965024309219453
0.0031331272933197147,0.0006206414236411549,0.002410865263729134,0.0037321508754037946
-0.012248413129675841,-0.0034809299605225164,-0.0066101536387021,-0.014421070739810802
0.0004433501953717833,-0.003400236219605945,-0.005486682838825585,-0.005900261604219304
0.008045893196105602,0.004369825719011232,0.0020935545008429197,0.00797310603332102
0.006919050611678079,0.006408434220801285,0.008641431685082468,0.00577465236001129
-0.002807456205317416,-0.0004634373348618714,-0.0062474335455156025,-0.000781480202904361
0.0008538716446382378,-0.0007808242192828273,-0.003578165907397235,-0.007931550345414262
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0033920266723943553,0.00034743480511667535,0.0023302215510598856,0.005031992256946394
0.0010253974552416614,0.0043210574369816354,0.0023330809323944823,0.0022995433279806576
-0.0010986550208031962,-0.0005936723741751804,0.002077731980219211,-0.0008251846147441232
-0.0018732252210500453,0.0012737433760576786,0.00043829427050301467,0.001162461800208181
0.002224606563547837,0.003177998481931565,0.0009174729199730168,0.004596760139648382
0.0005417585388527435,0.0002920612691308388,0.0007344149843024893,0.0052675523121386006
-0.00871830507154625,0.0009676449529909538,-0.0071670845846161235,-0.0033622585324445398
0.0055359386954314535,0.003382679941782429,0.0058313806272003435,0.003505378996296216
-0.0015987359927381872,0.0006190338596203659,-0.0014913963106043535,-0.008909478229770174
-0.0015331167678223068,5.8714455346109424e-05,-0.004973339871131133,-0.005497828253969272
0.0020812756386008324,-0.00011296221611734047,0.0008367055129891997,0.0029157613744033033
0.0032039090197975018,0.0004800749450011299,-0.00126094878842109,0.0007174833664982394
0.003248171274356393,-7.993925359195407e-05,0.0010133703493921953,0.0010169903682866188
-0.005805559679860961,-0.004054095054897511,-0.00954839923681361,-0.009874478644349649
0.002224206617946312,0.0012237037820321814,-0.0009672850539865774,0.010381324572437343
-0.01005313758299664,-0.0034606281682477698,-0.007402033470336965,-0.006331944406023693
0.00030841329467179435,0.00025084567129818325,0.0005412156216157982,-0.0015953414326840276
0.009506765971000863,0.004911195948708924,0.008996315002000044,0.01259881691483966
-0.00029306530161610217,0.0017059472901641561,0.004141263182783961,0.0004913190227773255
-0.0021077469462302822,-0.002434461463618143,-0.0055339092925360545,0.004255973105020239
-0.003400452158348166,-0.0015512287181937976,-0.00485451031865225,-0.007897064302326062
0.0010892881912969443,-0.00012863934543050348,0.002638027793563591,0.0010908375384890423
-0.0017146754766553807,-0.002332744092803818,0.0008381826517656067,0.0008711225471376148
0.003868265359323608,0.004804450087311674,0.008363286009602788,0.0032893952099657398
-0.001798928548697898,-0.0009096672063709788,-0.0015430312899998855,-0.009432282799691438
0.0063022910874153135,0.0023973481372536747,0.003600631979148172,0.0019214230173629774
0.0008716758003386449,0.0012003345277671331,-0.0003825135206220187,0.003066972356118525
-0.0056936186676936895,-0.0046252715239230024,-0.009462694006868055,-0.00572512099925393
0.0016993342251063748,0.0015946974013278936,-0.0016461083440371116,-0.00824742469375972
-0.01059800449064352,-0.004985520085365014,0.003985804858968933,-0.0051029361356617065
-0.019128767248069,-0.006835206366060498,-0.01938372012297951,-0.019996585416474533
0.0060732714596183355,0.0015495993638208196,0.004071330009511875,0.01182553399928099
-0.001364683300029923,0.002100393219480967,0.005814715560871653,-0.0013042615337074404
0.0006127121282701875,-0.0001386479499814186,-0.0017814596172492925,-0.009721227599883031
0.0,0.0,0.0,0.0
-0.005870023410775471,-0.002185727849183139,-0.0010826389099923839,-0.005799069714534033
0.0005972888032872438,0.003961577917730219,0.004652292328031216,-0.007633501972860834
-0.017211462455095417,-0.007654141885372057,-0.014787697662911103,-0.011736733650209108
0.0074719832249858795,0.0038865165436641202,0.0004408388887926496,0.017669528083365416
0.008968961809522336,0.0035885156191668437,0.01360494161508341,0.007015003102871953
0.007945920110751237,0.001149331784531915,0.008658117166186585,0.01017848317243164
0.004871979091193524,0.00446747231062683,0.0028884323232309943,0.0018555539354889734
-0.008264115148094886,-0.0042955589271318475,-0.002344440047281293,-0.010163410944454832
0.0026830895835052715,-0.0021700757501152967,0.003934819686220782,0.014834819300268531
-0.001662113674263499,-0.003665067019300361,0.0011084694645147053,0.008452189893634944
-0.008216655863186317,-0.0033487560389712234,0.0013445913636489506,-0.004670495467185898
0.0008684090936226241,0.0007306553460315612,-0.006045643550015356,-0.001677817736863818
-0.002052720280821818,-0.001337521594642177,0.0012713613452361994,0.0017261405721773482
0.0027675343519104607,-0.0016768631690191607,-0.0020899773568288094,-0.010945777193684279
-0.011161310559215877,-0.005701263004326607,-0.0033705064151774433,-0.009782180259121807
-0.00894555818464815,-0.012591459816287731,-0.008106780898421317,-0.018804004528584328
0.008596549338298898,0.0021593795992267406,0.007026321493941445,0.008162662015691824
0.0076621201719171425,0.003381917461467099,0.007917431599953062,0.0036070570897819287
0.00023268943023690983,0.0021155191299060405,0.003160207287607797,-0.002041578886225026
-0.002888115647286193,-0.0010387294456383198,-0.001834496790499518,-0.00019242329363566848
-0.00460300651864598,-0.001983651505543471,0.0013597158422617994,-3.612037916622679e-05
0.0013422619316794115,-0.01021833511847692,0.0006843504832250157,-0.0033542981059566657
0.004218790266583339,-0.003760371377478422,0.0017999881724748425,0.004377033495213789
0.0004459722559202461,-0.003822025083400682,-0.005835758787857026,-0.002837751409281664
-0.005017721089090155,0.002052716934897836,-0.0014149680713723134,-0.007747359056992531
0.014225877694016063,0.010811095827389705,0.008946054864899189,0.005262502815616799
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.00040143290952388,-0.00041313654079699885,0.004329817665133406,0.012245166620439285
0.0044494697505610414,0.0046958346383476615,0.003442328894982083,-0.005222479665145663
-0.006355226037985662,-0.00017390404166417459,-0.0017215852939859164,-0.012749169159479656
-0.007915326602721541,-0.005929744607012899,-0.0028015206690786827,-0.006636527365591061
-0.01923635432523341,-0.014526326545738375,-0.01934036087917479,-0.047108486688247735
-0.016851863985379856,-0.009936541300330948,-0.02737299276934091,-0.019140374604041943
-0.029425529131852257,-0.015218624771742297,-0.02938089026683144,-0.03890042756505418
-0.006769648801398964,-0.004944040187574217,-0.006170457272591357,0.02271811697036097
0.02224599941393968,0.016486805186387562,0.02902103758255525,0.03140819539143447
0.024140402299537067,0.011821119059018724,0.01740164907659669,0.03996767700652448
0.0041079058863915385,-0.00043789578077435554,-0.001647367660540966,-0.007137201223664347
-0.003931144842099221,-0.00305045625623801,-0.0049772456595746925,-0.01964951050387098
-0.018979865749736532,-0.012439285877697605,-0.02299728375140153,-0.03757703090230746
0.012422403109010549,0.004931528198371725,0.011321696016582727,0.007745900156828966
0.0028786063856600648,-0.0014261086997603425,0.005152497337702844,-0.009052280647209754
-0.009752110915713376,-0.001392928161081941,-0.011553386308890691,-0.0297776474591368
0.0,0.0,0.0,0.0
0.01505477950906875,0.0089843542343635,0.016258967390636814,0.01508438957750524
-0.0067329129834396975,-0.010875914025349376,-0.009148926097625965,0.01072726237425492
0.0016802436866323325,-0.000496626149216417,0.0015359719957781515,-0.006015188831707263
0.0014604215526949904,0.002205829119597436,0.003167561124569618,0.003707805011589072
-0.00325831535452148,0.0006724285735164592,-0.003333143545703132,-0.007333693122125838
0.005729503457547303,0.007811204998452227,0.008214516566266594,0.0216236094622273
0.010403591830427937,0.0031231434793241863,0.004714349112777461,0.03481322062168224
0.004172836627910126,0.002689819369827484,0.0002334548873743625,0.007767268557322905
-0.011807904595396157,-0.008124430431414753,-0.012255813778895064,-0.01758176914766496
-0.005188922841287247,-0.008369837435303841,0.006756612846033905,-0.0063523922576502745
-0.014365924670731056,-0.004426876033399085,-0.010957796316999224,-0.014606118151967329
-0.0069669285363641595,-0.005043451264796217,0.0013443228632177284,-0.01506444021152653
-0.006186555066429733,-0.0003136912824283078,-0.008966371451451627,0.018674685154722592
-0.008705068192917387,-0.011242272564677023,-0.003189608883099715,0.0014496112138708828
-0.030526244000002367,-0.0302816340133375,-0.026430411340857662,-0.03048501814123683
-0.004079252329353245,-0.008338889308307396,0.0035016542216805835,-0.004657831908651544
0.017704006763161532,0.016845118008690818,0.01187254648677172,0.03516638731130639
0.004077473831567868,0.008618784898667187,0.0016114176361519128,0.010070904267592162
0.01771779147264585,0.014584382121717974,0.009093372278827559,0.03510463964703092
0.01628555995487946,-1.9535477035037552e-05,0.015564674467326125,0.01231761160314826
0.0008116137483444862,-0.0009687147729675604,-0.005172394731409957,-0.01646831680486993
0.010538206708111229,0.0006526755414519857,0.008995819804137772,0.0057664121205596155
0.00602610571789941,0.00621988373760396,0.0032623659173323105,0.011985152205529205
0.0011659071735174995,-0.0011165252988558636,0.0003197216152877047,0.010405324891473722
-0.002263127573990609,-0.002413938485898881,0.0022250223618403013,0.003727052506982576
-0.008954028391583768,-0.01139689540855715,-0.003731906624934611,-0.026305707154107072
0.000324614846989979,0.004492338450844846,-0.004680549841610482,-0.018379723571481432
0.01144582694044982,0.006205948057715682,0.01847232999078829,0.0025571516728444266
0.003940916522920057,0.004156691250256861,0.006172903071350433,0.005242966615657929
-0.004317907229198115,-0.001756047076304168,0.0004598278962375523,0.0071450256550706906
-0.002328210348209625,-0.00887834285427047,0.0014147514067792688,-0.008820902583286827
-0.013934385919458614,-0.010111109033731358,-0.006907991014543424,-0.015733696071561054
0.009899543170014844,-0.00822166037332217,0.006310245418656324,0.007891756476609668
0.012022488516220564,0.018284440987980318,0.008114225173666556,0.017093530186491183
0.005491178716603873,0.003899617408694267,0.004319303830453425,0.004006687664569021
-0.010447777210264351,0.0037501662566103993,-0.004141274783514115,0.0016800369026153115
0.016201480270641166,0.00639818324998398,0.0065445867509004154,0.0115446599617417
-0.0012930354908113895,0.003684834997583764,0.0013089742963388053,-0.0036344547606719244
0.004128294617100847,-0.0015052517292194476,-0.010815732467507222,0.006531212326751579
0.012484215284677358,0.010355822606001208,0.002313769399915566,0.013296887708456941
0.0058532782448204035,0.002269034892278255,0.007129820458716685,0.01433063522456135
-0.0017377683424140145,-0.0007055677042061559,-0.0019381165746314988,0.0035142651782205108
-0.006155277081658639,-0.004111328750458831,0.0020586346504969373,-0.011633422513214864
0.00554267032156619,-0.0009191327534781023,0.0017778472895446649,0.014817748941969857
-0.007598566888338709,-0.01075928364181089,-0.011258891926589465,-0.019281795281030027
2.6349419326443524e-05,0.005827560502073004,0.002581452796463157,-0.006143394682728509
-0.00492349414640869,-0.007050813125397237,-0.0007490696099656803,-0.0035548939547060954
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.006608182327954014,0.0021067943966213143,0.012049452044939457,0.04057646836431883
0.0032244501648739377,0.0017263072609170482,-0.0014087293885890473,0.014900777182699
0.01413112361044244,0.010304303195228348,0.01515325391820954,0.017856813783518888
-0.0034423076444611844,-0.004860645264483932,0.006745932011709589,0.00320584353729525
0.005783832400213518,0.006760348667295579,0.0032723509115346605,0.022681416127799503
-0.0010893980202152378,-0.003780892789463919,0.0031505468248917983,0.012117307767075092
0.003381845582534737,0.006359086351701127,0.0033759356929998767,-0.00636458045376731
0.0021903384835291195,0.004682031507891704,0.0016277045898183131,7.692369106360175e-06
0.0,0.0,0.0,0.0
-0.00038860200904544673,3.706233194344932e-06,0.0011797329922946798,0.004218516469581379
0.0016825581595980574,-0.005443744907876913,-0.010322597157094604,-0.0036129380355979243
0.004271463356509964,0.0100807393468072,0.009055466617081677,0.010648539511324051
-0.0074705865009220265,-0.0071025807957972855,-0.016162738200895862,0.0112002151446271
-0.012023343589619984,-0.007406779346134763,-0.018869471822888676,-0.015716052416417492
0.00800342769061668,0.0072543415701431515,0.012094497271673,0.022916850939401327
-0.011234283923512112,-0.002762758905692886,-0.009607941253265584,-0.011713181614380952
-0.00335099101276648,-0.003540144613345397,-0.0008119593659281499,-0.000835182083885444
-0.0037917447239160795,-0.0038401801800457274,-0.00943188173543863,-0.014748960726263085
0.0004733786388644301,0.0029771205604953717,0.0005942200925348473,-0.0005097216878294786
-0.01555387954997356,-0.008344656901489,-0.017980689356246304,-0.034280477810095134
-0.004105289098556897,-0.00015173125128253862,0.012145951158309076,0.0047631813699455785
0.011163635468455224,0.0075871225802572875,0.013456848081525141,0.009111587694889732
0.010686283909682182,0.005379310246948821,0.013326593361308923,0.024483909473707488
-0.008055648145420813,-0.0056036637738238184,-0.013551781142228214,-0.0053767750450915966
-0.004021636650928473,-0.005681266535382812,-0.016062921435576527,-0.011612440112639844
0.005315768891918982,0.004494523451032073,0.015592662881435569,-0.0017649029677012649
0.00550856991935933,0.0038824160749246772,0.017028394089815938,0.0015585853863333554
0.008939466117603434,0.008066377107114775,0.01859602259911664,0.010676734343811443
0.000528936533642943,-0.00047964925669163877,-0.005401083438984822,-0.0025350380089897984
-0.004882765093333519,-0.006346525510985579,-0.005517685511962078,-0.010758565283602972
0.0082873320236021,0.00636636888235631,0.01443576405698499,0.012741120379774484
-0.009673964647741172,-0.0034956161225720983,-0.010775180878617173,-0.014944889618230373
-0.0025840779527201985,-0.003237239520782586,-0.010973936245886272,-0.006501792617308211
-0.01326314809230822,-0.006037349056759789,-0.006017317835758762,-0.04318992097452279
-0.0003978499074160924,0.002241789592507759,0.006797846939328389,-0.0029600131284786
-0.011557802331501277,-0.006955197861154949,-0.0033492292463385143,0.017757781489261992
-0.020495339458921014,-0.007166956176819394,-0.02132374698769468,-0.033944410842502215
-0.008148967929308859,-0.008306974184606575,-0.0100710526701977,-0.017584669399065892
-0.005271563007248514,-0.0014799406245900038,0.0116993853440408,-0.003926502796956721
0.002875286288517964,0.0007026002056103043,0.010685180123224614,0.018388564544148608
-0.02227825953113549,-0.014761785267097816,-0.030348789202566118,-0.050611684837002964
0.012925830221708123,0.012862651186675844,0.003901905806158679,0.015141171217888829
-0.018822824961870818,-0.009387306907218451,-0.020972233525462958,-0.02799831843010947
0.0,0.0,0.0,0.0
-0.008979176625906748,-0.005699768746263545,0.008740476544669917,0.00834848753517492
-0.0075514126549584,0.0005640122011685289,0.007992994486910598,-0.012271890781095474
0.008035515018994355,0.002367664601808705,0.019820959864549348,-0.008080041328043408
0.01820761444076391,0.01009818814738428,0.019629006449109143,0.014578037060370754
-0.016316812800425406,-0.006365398735864947,-0.008262493201190546,-0.019433380509044532
0.015853884217806424,0.0075786929632841735,0.02174642218532896,-0.002146621117658176
-0.009783785284170676,-0.009412008294334528,-0.0026027347609381968,-0.04412210386769888
-0.0009437190933035967,-0.009618869883760815,0.0011948853831031947,0.006963993055898232
0.020814895206838102,0.011936297823765152,0.02568203766000221,0.015365969077963724
0.0011070174394050003,0.003331031001332585,-0.009244904421877307,0.001743871004827202
-0.017924711794529702,-0.009350856184595524,-0.015570796947743768,-0.030383155128850706
0.003870461426249694,0.0017817559218484824,-0.009526026131964072,-0.007390692775779639
0.008024946946356248,0.0003455866133024177,-0.006527596289731319,0.013606193704686742
-0.01822816694352813,-0.005381838883733003,-0.017520712604408684,-0.06650540135670667
-0.026450929622062747,-0.01807468766909748,-0.02230193005029524,-0.01969686081562505
-0.005715164067641275,0.0011156937834748692,0.0026459229077926416,-0.00024234575002424208
0.002316694885656334,0.003364959329028583,0.007319914339846356,0.015840220712250552
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.021758653342390574,0.013462976281961579,0.008260372392042914,0.04836610857492185
0.019217694241066896,0.016533546153424394,0.024427284533712342,0.030453047373760974
-0.003321489111964837,-0.011458415085432216,-0.008407095781313267,-0.020017981097494756
0.0013133586925917484,-0.0037532803917841306,-0.00023055737611710206,0.0025725335441373343
0.0171285601546185,0.011408934642269886,0.0028886561423562274,0.020310384050441943
-0.009970246762023629,-0.0007766117721473843,-0.00820609076332135,-0.022989079259534084
0.006225516666053643,0.0008327547104729495,0.002488915172225159,0.0121321396966938
0.008691130121511126,0.014958124360212375,0.02239565779507924,-0.011996734264259068
0.0034799991937695123,0.002173846359112108,0.026420922421727996,0.008685145549796934
-0.0073708476560825345,-0.01597191234307871,-0.007554188168658826,-0.0019773118923152033
0.016905862529351445,0.00973502737672427,0.01263378441359708,0.03016392710970428
0.005056868035450579,0.0021881395278267046,-0.00033807368689819933,7.273988391620634e-05
0.0012305726283681204,-0.0029798492458547048,0.002121857376878644,-0.005008508837568093
0.00418335703368844,-0.0038876366468891814,-0.0006707110405643758,0.022272164752466184
0.005660870445602262,0.00862321068992622,-0.006536817819289832,-0.013451825592426636
-0.01750845392258682,-0.011011396452427102,-0.006303000092553357,-0.0043508966032220755
0.005793885143833499,0.009729151758868905,0.004657037111790219,0.007992729173773583
-0.00389455648707715,-0.0003112870621647668,-0.004456508495343403,-0.004563715126337131
0.01903777688964925,0.015285068952926029,0.010857811704318321,0.027820305298719598
-0.005807188739910263,-0.003377257391661725,0.005121031386205344,-0.001028685516212935
-0.013791906070086846,-0.0228754383817914,0.0007480030364910295,-0.011230743251396393
